As of 2022-01-16,1,2,3,4,5
KRBL,45,45,158,,
KRBL,45,55,500,,
KRBL,45,34,20,,
KRBL,45,34,108,,
KRBL,45,45,250,,
KRBL,45,59,50,,
MDB,37,38,100,,
AHPC,21,34,400,,
NGPL,58,56,260,,
NGPL,22,56,50,,
NGPL,25,56,100,,
NGPL,13,56,50,,
NGPL,54,56,100,,
NGPL,16,56,100,,
ULI,49,21,10,,
NGPL,25,56,100,,
SPC,45,21,10,,
NGPL,16,56,200,,
NGPL,39,56,500,,
NGPL,7,56,90,,
NGPL,43,56,50,,
API,7,6,67,,
API,57,6,27,,
AHPC,52,19,50,,
GUFL,41,34,10,,
GUFL,58,34,60,,
NRIC,29,1,200,,
NRIC,29,32,30,,
EBL,25,11,25,,
NIFRA,38,25,10,,
EBL,25,42,70,,
RHPL,58,52,50,,
SICL,56,58,40,,
GLH,53,14,10,,
GLH,50,14,490,,
UPPER,11,22,190,,
UPPER,41,22,10,,
CBBL,58,43,32,,
NIFRA,38,58,613,,
NIFRA,1,58,50,,
AIL,59,32,10,,
AIL,59,49,10,,
SGI,57,21,10,,
SGI,57,25,10,,
SGI,57,41,10,,
SGI,57,42,10,,
SGI,57,5,50,,
SGI,57,49,540,,
SGI,57,45,150,,
SGI,57,3,10,,
AHPC,52,38,200,,
NMB,40,42,200,,
NMB,40,55,100,,
LGIL,25,51,20,,
NMB,40,28,100,,
CBBL,47,43,100,,
NMB,40,39,100,,
LGIL,50,51,100,,
GUFL,51,51,10,,
GMFIL,17,45,200,,
GMFIL,7,45,200,,
GMFIL,32,45,50,,
GMFIL,48,45,50,,
GUFL,45,51,56,,
GBIME,21,49,113,,
UNHPL,50,49,150,,
GBIME,52,49,250,,
UPCL,45,49,25,,
SBL,49,11,75,,
SBL,49,43,25,,
LBL,42,14,25,,
AKPL,50,58,10,,
LBL,59,14,70,,
LBL,57,14,10,,
LBL,58,14,10,,
NIFRA,58,35,1000,,
RLI,58,41,100,,
MLBL,34,45,476,,
MLBL,34,28,30,,
MLBL,34,57,1000,,
MLBL,34,48,500,,
MBJC,45,58,10,,
MLBL,34,39,500,,
MLBL,34,50,500,,
MLBL,34,25,234,,
MLBL,34,54,200,,
MLBL,34,50,1000,,
MLBL,34,17,50,,
MLBL,34,14,80,,
MLBL,34,25,430,,
BFC,32,42,50,,
PMHPL,50,32,650,,
NRIC,32,32,20,,
NLICL,32,43,30,,
PMHPL,50,32,190,,
MBJC,45,32,10,,
NLICL,32,52,20,,
PMHPL,19,32,760,,
UPCL,10,21,50,,
NCCB,52,36,36,,
CHL,56,14,13,,
CHL,56,44,87,,
SSHL,29,54,200,,
JFL,36,28,85,,
CHCL,50,36,10,,
JFL,36,6,65,,
GUFL,53,51,190,,
GUFL,53,5,300,,
CCBL,57,53,750,,
GUFL,53,51,10,,
CCBL,59,53,50,,
HDHPC,53,45,10,,
AKJCL,58,38,10,,
SINDU,1,25,20,,
RSDC,13,57,50,,
RSDC,13,17,50,,
AHPC,52,13,50,,
SFCL,38,57,278,,
SFCL,58,57,51,,
SFCL,6,57,50,,
SFCL,4,57,450,,
SFCL,37,57,500,,
SFCL,33,57,54,,
SFCL,38,57,50,,
SFCL,13,57,50,,
MLBS,26,49,20,,
SFCL,42,57,145,,
MLBS,26,13,20,,
SFCL,51,57,120,,
SFCL,13,57,50,,
SFCL,33,57,32,,
JOSHI,57,43,10,,
GBBL,57,34,76,,
NGPL,57,14,100,,
HDL,48,56,10,,
FOWAD,43,40,11,,
NICLBSL,21,35,10,,
NICLBSL,21,52,15,,
SADBL,55,45,179,,
HDHPC,50,45,200,,
SADBL,39,45,25,,
HDHPC,50,45,30,,
SMFDB,34,54,23,,
SMFDB,43,54,10,,
GUFL,28,51,100,,
RADHI,34,45,50,,
GBBL,49,34,430,,
ICFC,18,35,250,,
ICFC,22,35,50,,
ICFC,58,35,50,,
ICFC,45,35,50,,
CCBL,59,49,150,,
MLBSL,1,49,50,,
ULI,49,57,10,,
CCBL,38,49,50,,
NHDL,49,22,10,,
NHDL,49,6,50,,
ULI,49,41,10,,
NLIC,49,41,30,,
KSBBL,13,45,100,,
API,57,4,250,,
HDHPC,42,42,24,,
HDHPC,42,45,30,,
HDHPC,42,45,446,,
CLBSL,18,34,188,,
NTC,16,18,50,,
MFIL,32,38,21,,
MFIL,32,41,50,,
MFIL,32,45,20,,
NIFRA,1,25,10,,
EIC,41,33,50,,
BARUN,42,7,100,,
KSBBL,45,57,19,,
KSBBL,36,57,82,,
KSBBL,38,57,10,,
HDL,57,56,85,,
PIC,58,29,300,,
SBI,21,39,241,,
SBI,21,42,259,,
MDB,37,21,100,,
API,57,47,300,,
JBBL,3,45,295,,
JBBL,49,45,90,,
PFL,34,57,50,,
GUFL,57,51,100,,
GUFL,52,51,290,,
VLBS,5,28,10,,
UMHL,38,36,500,,
HPPL,42,17,100,,
CHDC,17,5,30,,
SBI,39,42,10,,
UPCL,19,21,100,,
HPPL,7,16,20,,
HPPL,7,41,20,,
HPPL,7,54,10,,
NBF3,41,49,100,,
HPPL,7,41,10,,
SRBL,52,7,35,,
HPPL,7,4,230,,
HPPL,7,52,10,,
SRBL,28,7,600,,
SRBL,32,7,965,,
HIDCL,57,34,500,,
HIDCL,57,35,100,,
HIDCL,57,41,100,,
HIDCL,57,56,11,,
HIDCL,57,46,30,,
RLI,57,41,70,,
RLI,57,7,20,,
RLI,57,57,100,,
RLI,57,51,50,,
MBL,39,13,273,,
RLI,57,29,20,,
RLI,57,57,10,,
RLI,57,58,10,,
SPC,45,57,10,,
RLI,57,58,10,,
RLI,57,21,10,,
BFC,20,42,100,,
PPCL,25,35,100,,
LBL,59,25,80,,
PRVU,28,59,170,,
PRVU,29,59,30,,
NABIL,28,32,180,,
NICA,D01,41,100,,
NICA,D01,45,100,,
NICA,D01,11,200,,
NICA,D01,4,20,,
NICA,D01,3,50,,
NICA,D01,58,100,,
NICA,D01,41,100,,
NICA,D01,43,142,,
NICA,D01,38,100,,
NICA,D01,58,10,,
NICA,D01,28,400,,
NICA,D01,41,500,,
MLBSL,45,37,20,,
NICA,D01,28,109,,
NICA,D01,28,45,,
KSBBL,4,45,15,,
CCBL,33,39,789,,
CCBL,33,49,211,,
SHIVM,39,34,50,,
SHIVM,39,5,10,,
SHEL,28,58,10,,
SHIVM,39,38,200,,
SHIVM,39,53,30,,
IGI,7,39,1420,,
SHIVM,39,57,20,,
API,41,17,23,,
HDL,34,56,50,,
API,41,39,442,,
API,41,49,500,,
API,41,34,25,,
API,41,44,100,,
API,41,13,500,,
API,41,14,100,,
API,41,10,31,,
API,41,48,150,,
API,41,20,60,,
API,41,33,1000,,
API,41,47,206,,
MLBL,48,25,70,,
API,41,32,50,,
MLBL,48,25,10,,
NICA,42,48,60,,
API,41,34,200,,
API,41,33,55,,
API,41,58,34,,
API,41,59,403,,
API,41,11,441,,
API,41,45,80,,
API,41,3,500,,
RMDC,32,55,50,,
API,41,21,100,,
PICL,46,49,759,,
RADHI,26,45,20,,
SLICL,4,36,130,,
SAHAS,56,22,10,,
JBBL,49,40,775,,
JBBL,49,17,25,,
NBL,37,13,250,,
JBBL,49,56,200,,
NBL,37,58,68,,
GBBL,49,29,70,,
KBL,17,58,7,,
IGI,7,11,180,,
KBL,17,18,100,,
GBBL,34,19,150,,
GBBL,33,19,60,,
SHIVM,20,7,484,,
SHIVM,28,7,200,,
SHIVM,46,7,50,,
SHIVM,38,7,200,,
SHIVM,20,7,26,,
GBBL,57,29,50,,
NRN,57,57,160,,
NRN,34,57,45,,
HIDCL,28,57,200,,
MNBBL,45,42,10,,
NICA,40,57,27,,
GMFIL,40,45,300,,
UMRH,14,38,90,,
MLBL,46,50,243,,
MLBL,16,50,57,,
GUFL,50,51,10,,
NHDL,13,34,500,,
SRBL,32,38,35,,
NHDL,42,34,80,,
PPCL,6,35,480,,
ILBS,52,46,14,,
ILBS,34,46,100,,
UMHL,38,13,175,,
UMHL,51,13,250,,
UMHL,16,13,300,,
UMHL,13,13,283,,
SLICL,4,37,500,,
SLICL,4,57,40,,
SLICL,4,41,1000,,
SLICL,4,32,250,,
SLICL,4,38,50,,
SLICL,4,8,1000,,
SLICL,4,57,100,,
SLICL,4,14,200,,
SLICL,4,36,200,,
SLICL,4,43,15,,
SLICL,4,7,25,,
SLICL,4,41,200,,
SLICL,4,16,50,,
SLICL,4,58,14,,
SLICL,4,16,30,,
SLICL,4,34,100,,
SLICL,4,35,100,,
SLICL,4,22,170,,
SLICL,4,39,50,,
SLICL,4,34,51,,
SLICL,4,52,50,,
SLICL,4,56,100,,
SLICL,4,26,500,,
SLICL,4,5,100,,
SLICL,4,51,100,,
SLICL,4,17,50,,
SLICL,4,29,207,,
SLICL,4,54,500,,
SLICL,4,6,200,,
SLICL,4,38,100,,
SAHAS,56,4,440,,
SLICL,4,29,10,,
SLICL,4,57,20,,
SAHAS,55,4,25,,
SLICL,4,55,200,,
SLICL,4,8,22,,
SLICL,4,28,15,,
SAHAS,33,4,35,,
JBLB,52,47,10,,
CBL,14,17,500,,
CBL,22,17,400,,
AKJCL,17,38,10,,
CBL,1,17,100,,
NIL,51,49,27,,
NIL,51,1,10,,
GBIME,22,16,20,,
NABIL,28,49,13,,
HIDCL,58,46,40,,
AHPC,8,34,523,,
AHPC,8,29,28,,
AHPC,8,58,400,,
AHPC,8,38,49,,
KPCL,38,6,500,,
KPCL,45,6,150,,
AHPC,38,38,20,,
AKJCL,58,38,30,,
AKJCL,44,38,110,,
MBL,39,33,630,,
MBL,39,33,100,,
MBL,29,33,100,,
MBL,22,33,150,,
SDLBSL,41,21,11,,
PMHPL,19,49,90,,
PMHPL,58,49,60,,
AKJCL,49,49,30,,
AKJCL,49,32,100,,
AKJCL,49,34,70,,
SICL,52,58,11,,
NMBMF,34,42,10,,
AKJCL,1,34,30,,
NHPC,4,35,1990,,
HDHPC,20,46,100,,
HDHPC,36,46,100,,
HDHPC,56,46,100,,
HDHPC,36,46,125,,
HDHPC,57,46,75,,
RHPL,51,25,20,,
SLI,57,3,10,,
PLI,46,54,10,,
RMDC,53,40,200,,
KSBBL,38,42,90,,
KSBBL,52,42,10,,
CHCL,42,54,40,,
HIDCL,32,46,170,,
HIDCL,32,41,30,,
SANIMA,52,32,106,,
HIDCL,28,54,10,,
API,57,56,223,,
API,14,56,900,,
API,35,56,17,,
API,14,56,900,,
API,14,56,900,,
API,19,56,60,,
PROFL,33,14,10,,
HIDCL,41,41,100,,
PMHPL,19,13,100,,
PMHPL,41,13,200,,
PMHPL,41,48,300,,
SAHAS,33,38,25,,
HIDCL,38,54,100,,
MFIL,21,21,100,,
MEGA,45,58,100,,
GBBL,14,29,100,,
NABIL,34,49,150,,
NGPL,58,14,10,,
HDL,58,56,20,,
NICA,42,49,10,,
NICA,45,49,50,,
AHPC,49,38,50,,
NICA,35,49,40,,
AKPL,17,19,79,,
MLBL,3,25,50,,
MBJC,45,8,10,,
GBBL,26,19,100,,
HIDCL,41,13,100,,
NABIL,13,49,100,,
SICL,54,58,40,,
SCB,42,1,100,,
MLBL,25,25,90,,
CIT,26,33,40,,
UPPER,48,36,66,,
GUFL,52,59,150,,
UPPER,8,36,35,,
AKJCL,44,22,50,,
GBBL,14,17,400,,
HIDCL,41,52,200,,
LBL,57,25,46,,
LBL,57,49,69,,
KSBBL,57,45,236,,
LBL,57,7,50,,
KSBBL,57,58,13,,
NYADI,38,49,10,,
NYADI,38,56,10,,
KSBBL,57,48,251,,
NYADI,38,58,10,,
NYADI,38,47,10,,
NYADI,38,51,10,,
NYADI,38,41,10,,
NYADI,38,43,10,,
NYADI,38,11,10,,
UPPER,8,38,55,,
SFCL,33,38,25,,
SFCL,19,38,45,,
GUFL,21,51,30,,
GUFL,21,45,470,,
NIFRA,40,58,137,,
NIFRA,40,39,25,,
NIFRA,40,45,20,,
NIFRA,40,58,18,,
AKPL,35,58,10,,
UIC,58,35,150,,
NICLBSL,3,14,50,,
NIFRA,34,28,50,,
RADHI,16,45,100,,
RMDC,32,34,100,,
CHDC,39,5,198,,
CHDC,39,49,52,,
NIFRA,34,1,190,,
NIFRA,18,1,250,,
NIFRA,19,1,200,,
NIFRA,8,1,100,,
NIFRA,41,1,213,,
PPCL,6,41,200,,
JFL,58,6,25,,
JFL,51,6,300,,
CGH,55,14,12,,
CHDC,57,49,300,,
CHDC,5,49,100,,
CHDC,18,49,10,,
CHDC,1,49,10,,
CHDC,18,49,20,,
NMB,49,49,200,,
CHDC,43,49,18,,
SLI,57,29,20,,
CBL,8,50,300,,
FOWAD,42,5,100,,
RBCL,28,56,20,,
SANIMA,52,42,53,,
UPPER,8,17,310,,
HIDCL,41,7,345,,
SANIMA,52,46,25,,
UPPER,41,17,100,,
SANIMA,52,53,100,,
HIDCL,7,7,10,,
UPPER,4,17,90,,
SANIMA,52,49,13,,
HIDCL,28,7,200,,
SANIMA,52,34,500,,
HIDCL,50,7,200,,
HIDCL,21,7,500,,
HIDCL,48,7,100,,
HIDCL,7,7,10,,
HIDCL,42,7,90,,
HIDCL,40,7,200,,
HIDCL,40,7,495,,
HIDCL,41,7,50,,
NLIC,19,42,20,,
NLIC,19,45,80,,
PMHPL,19,26,500,,
KSBBL,38,48,50,,
CIT,26,38,10,,
PMHPL,19,40,60,,
UPPER,4,45,10,,
HDL,50,56,40,,
HDL,50,38,30,,
SWBBL,44,50,200,,
HDL,50,34,10,,
HDL,50,28,20,,
SWBBL,53,50,10,,
SHINE,32,34,100,,
HDL,45,34,10,,
SHINE,49,34,325,,
GBIME,58,16,20,,
JOSHI,52,34,20,,
SHINE,33,21,50,,
NABIL,16,49,300,,
NRIC,50,26,42,,
CZBIL,42,13,13,,
JBBL,49,17,100,,
GBIME,36,16,300,,
AHPC,28,38,50,,
CBBL,42,43,30,,
CBBL,22,43,18,,
AHPC,58,38,100,,
MERO,52,51,19,,
SHPC,7,17,35,,
GUFL,52,59,60,,
GBBL,17,19,100,,
AIL,59,57,90,,
AIL,51,57,10,,
ACLBSL,44,45,1,,
ACLBSL,44,45,50,,
GHL,50,38,250,,
GHL,50,17,300,,
PRIN,50,29,10,,
SPC,45,58,10,,
PICL,44,58,75,,
PIC,58,51,50,,
NLICL,34,16,10,,
SSHL,35,54,700,,
NLICL,13,16,40,,
CORBL,5,34,110,,
CHDC,5,5,100,,
NICL,14,36,210,,
LEC,50,4,200,,
CGH,32,14,120,,
GLH,32,14,10,,
SHPC,49,17,20,,
NLIC,22,45,190,,
SPDL,28,1,10,,
UMHL,13,28,195,,
AKPL,43,44,420,,
MFIL,42,36,1232,,
AKPL,43,53,1000,,
AKPL,43,17,50,,
MFIL,56,36,200,,
AKPL,43,52,30,,
MFIL,58,36,145,,
MFIL,46,36,49,,
MFIL,47,36,60,,
MFIL,18,36,314,,
HIDCL,41,56,950,,
CHDC,43,7,50,,
AKPL,17,38,67,,
SAPDBL,56,48,50,,
GIMES1,39,45,5000,,
HDL,45,47,10,,
SBL,10,50,300,,
SIC,34,36,10,,
UPCL,58,21,100,,
NIFRA,41,6,37,,
NIFRA,38,6,23,,
GUFL,38,59,10,,
UPPER,41,45,100,,
GRDBL,13,42,30,,
GUFL,38,51,40,,
GUFL,34,51,150,,
GUFL,41,51,10,,
FMDBL,42,8,130,,
FMDBL,42,43,150,,
FMDBL,42,57,200,,
FMDBL,42,59,200,,
SJCL,16,21,15,,
SJCL,16,49,15,,
FMDBL,42,51,20,,
SJCL,16,34,70,,
FMDBL,42,42,100,,
SJCL,16,56,60,,
NABIL,42,49,20,,
FMDBL,42,45,200,,
SJCL,16,32,40,,
GBBL,37,19,300,,
SJCL,16,52,300,,
SJCL,16,52,20,,
DDBL,58,5,10,,
DDBL,52,5,25,,
DDBL,1,5,40,,
DDBL,59,5,75,,
DDBL,16,5,30,,
DDBL,11,5,80,,
DDBL,41,5,50,,
DDBL,14,5,200,,
DDBL,53,5,138,,
DDBL,19,5,20,,
DDBL,13,5,50,,
DDBL,48,5,33,,
HDL,28,22,18,,
MDB,36,35,150,,
NIFRA,58,58,12,,
NUBL,42,25,21,,
NUBL,38,25,50,,
NUBL,17,25,48,,
NUBL,32,25,70,,
NUBL,55,25,40,,
NUBL,40,25,50,,
NUBL,11,25,100,,
NUBL,41,25,17,,
NUBL,34,25,30,,
NUBL,58,25,10,,
NUBL,59,25,64,,
RSDC,41,17,50,,
HIDCL,40,57,200,,
IGI,7,32,400,,
IGI,51,32,400,,
IGI,58,32,100,,
IGI,56,32,100,,
HIDCL,40,21,1305,,
UPPER,38,45,200,,
HIDCL,47,21,165,,
HIDCL,38,21,50,,
HIDCL,32,21,480,,
NIFRA,58,21,25,,
NABIL,33,49,400,,
API,45,11,59,,
API,45,14,66,,
NGPL,45,46,100,,
SIFC,14,40,11,,
SWBBL,44,25,10,,
RLFL,34,57,100,,
MFIL,18,34,10,,
PRVU,29,57,10,,
NICBF,47,46,3000,,
API,19,56,10,,
SHINE,49,22,175,,
SHINE,42,22,25,,
RHPL,58,58,880,,
NICA,35,59,10,,
PCBL,29,59,16,,
PCBL,41,59,10,,
KSBBL,59,48,30,,
PCBL,13,59,474,,
GFCL,21,41,50,,
GIMES1,41,56,500,,
API,57,14,60,,
CCBL,57,17,1072,,
CCBL,22,17,841,,
CCBL,45,17,87,,
AKPL,17,52,20,,
AHPC,34,38,31,,
NIFRA,17,45,5,,
LEC,45,42,200,,
SHIVM,20,45,10,,
ICFC,14,45,50,,
HDHPC,57,47,300,,
NLIC,47,45,200,,
HIDCL,32,34,20,,
AHPC,34,52,69,,
HIDCL,57,34,30,,
NIL,48,58,250,,
NIL,57,58,200,,
NIL,38,58,50,,
CHCL,44,54,160,,
CHCL,44,57,40,,
CCBL,45,46,13,,
VLBS,1,33,18,,
NHPC,35,35,50,,
SLI,42,57,50,,
SAHAS,48,54,100,,
UNHPL,25,16,75,,
MNBBL,43,45,27,,
MNBBL,43,28,200,,
ICFC,45,28,50,,
SPDL,49,59,80,,
SPDL,44,59,470,,
CHCL,1,57,210,,
CHCL,1,21,200,,
CHCL,1,46,90,,
NHPC,4,26,200,,
HDL,45,53,10,,
UIC,38,5,400,,
NGPL,7,45,110,,
NGPL,28,45,100,,
NGPL,43,45,70,,
NGPL,34,45,20,,
RADHI,45,45,290,,
PIC,58,6,50,,
AIL,51,4,110,,
AIL,51,4,20,,
JFL,51,50,200,,
NRIC,50,38,58,,
API,35,14,100,,
UPPER,34,45,200,,
LBBL,58,11,30,,
LBBL,58,41,107,,
BARUN,32,38,100,,
CHL,49,44,200,,
CHL,32,44,100,,
CHL,57,44,50,,
CHL,4,44,100,,
CHL,49,44,169,,
HIDCL,57,42,10,,
MFIL,18,19,50,,
HDL,22,22,10,,
JBBL,58,17,150,,
SLBBL,29,58,40,,
SLBBL,29,39,190,,
MFIL,18,41,20,,
BNT,41,55,10,,
API,19,57,30,,
RLFL,48,57,415,,
NLIC,22,28,50,,
NLIC,56,28,110,,
NLIC,25,28,168,,
JBLB,34,47,10,,
NLIC,26,28,68,,
MKLB,28,58,120,,
NLIC,42,28,20,,
NLIC,32,28,200,,
DHPL,49,28,300,,
MKLB,22,58,20,,
NLIC,19,28,149,,
MKLB,58,58,100,,
DHPL,29,28,460,,
NLIC,54,28,71,,
MKLB,40,58,50,,
MKLB,1,58,20,,
MKLB,36,58,20,,
MKLB,32,58,10,,
MKLB,51,58,20,,
MKLB,56,58,50,,
SAHAS,33,59,10,,
NRIC,3,38,100,,
SLBBL,38,39,10,,
HIDCL,38,56,50,,
RADHI,45,21,200,,
SDLBSL,34,21,10,,
BPCL,37,11,200,,
BPCL,37,57,50,,
SADBL,45,16,100,,
BPCL,37,47,67,,
GBBL,50,19,300,,
JLI,34,38,50,,
NLIC,16,28,190,,
NLIC,57,28,180,,
NLIC,45,28,25,,
NLIC,40,28,50,,
NLIC,34,28,10,,
NLIC,21,28,20,,
NLIC,38,28,50,,
NLIC,59,28,116,,
NLIC,53,28,50,,
NLIC,38,28,50,,
NLIC,34,28,40,,
NLIC,48,28,80,,
NLIC,59,28,100,,
NLIC,53,28,43,,
NLIC,42,28,160,,
SANIMA,34,33,58,,
ICFC,42,45,500,,
ICFC,42,34,50,,
AKJCL,44,38,340,,
CBL,22,10,100,,
SAPDBL,4,5,52,,
SAPDBL,57,5,100,,
SAPDBL,39,5,300,,
UPPER,14,45,40,,
SAPDBL,45,5,48,,
UPPER,14,42,60,,
GBBL,16,19,90,,
GBBL,16,35,647,,
AKJCL,36,38,20,,
MLBL,58,14,10,,
NRIC,42,38,42,,
RHPL,58,38,100,,
JBBL,52,17,35,,
SIFC,45,40,200,,
SKBBL,7,25,35,,
IGI,34,39,233,,
IGI,3,39,150,,
IGI,51,39,100,,
IGI,52,39,10,,
PMHPL,19,34,290,,
NHDL,42,34,536,,
NABIL,41,49,17,,
CBL,53,50,100,,
ALICL,42,29,50,,
GIC,42,59,100,,
GBIME,43,16,300,,
API,58,14,150,,
NICL,58,36,100,,
NRIC,38,16,100,,
GBBL,57,35,90,,
GUFL,38,45,20,,
GUFL,38,28,30,,
MDB,37,55,49,,
TPC,4,35,1155,,
TPC,4,35,1700,,
MNBBL,49,45,23,,
API,19,39,100,,
API,26,39,100,,
SHL,34,46,100,,
MLBL,48,14,210,,
MLBL,48,8,90,,
SIFC,14,54,10,,
HDL,45,42,10,,
NBL,42,58,32,,
NBL,42,58,10,,
NBL,42,42,48,,
SHPC,42,17,40,,
SJCL,28,35,40,,
SHINE,36,50,20,,
SHPC,11,17,35,,
SHPC,11,7,115,,
ULI,42,58,10,,
HDL,49,6,10,,
PCBL,7,49,100,,
KKHC,54,57,100,,
KKHC,54,38,100,,
NIFRA,58,54,68,,
CHL,21,35,120,,
AKPL,17,32,354,,
AKPL,40,32,200,,
AKPL,48,32,200,,
AKPL,45,32,49,,
AKPL,40,32,250,,
GUFL,50,28,10,,
HIDCL,57,50,10,,
ULI,42,46,10,,
TPC,4,41,10,,
ADBL,53,49,50,,
ADBL,53,58,30,,
ADBL,53,58,415,,
KSBBL,42,48,50,,
MLBL,51,8,10,,
JOSHI,36,43,300,,
UMHL,13,36,17,,
UMHL,42,36,10,,
UMHL,57,36,200,,
UMHL,22,36,100,,
UMHL,57,36,450,,
UMHL,33,36,73,,
UMHL,34,36,100,,
UMHL,35,36,400,,
UMHL,35,36,150,,
UMHL,3,36,200,,
UMHL,26,36,100,,
UMHL,25,36,200,,
HIDCL,57,51,360,,
HIDCL,57,41,90,,
SDLBSL,34,38,30,,
NHPC,4,40,349,,
NIFRA,58,54,70,,
NHPC,41,40,51,,
NIFRA,17,54,30,,
CCBL,45,33,100,,
PCBL,34,49,112,,
PCBL,34,37,30,,
MLBL,51,25,10,,
SHIVM,39,55,15,,
KSBBL,57,48,19,,
KSBBL,57,41,26,,
KSBBL,57,17,50,,
KSBBL,57,49,405,,
AKJCL,32,38,150,,
NABBC,41,21,106,,
NABBC,49,21,10,,
KBL,17,7,393,,
NICL,50,36,10,,
NHDL,13,22,50,,
SCB,42,21,200,,
SCB,42,13,20,,
SCB,42,4,300,,
SCB,42,21,10,,
SCB,42,34,100,,
SCB,42,58,150,,
SCB,42,59,50,,
SCB,42,43,100,,
SCB,42,45,200,,
SCB,42,55,100,,
SCB,42,7,100,,
SCB,42,5,100,,
SCB,42,25,500,,
SCB,42,25,500,,
SCB,42,51,239,,
SADBL,32,5,127,,
SADBL,21,5,73,,
SADBL,25,5,100,,
AKJCL,14,38,100,,
SADBL,58,5,100,,
SADBL,29,5,100,,
LICN,25,6,10,,
LICN,46,6,50,,
GFCL,45,6,100,,
GFCL,40,6,150,,
NLIC,40,45,200,,
MBL,39,45,300,,
MBL,38,45,100,,
MBL,45,45,30,,
MBL,42,45,720,,
MBL,49,45,300,,
MBL,14,45,300,,
MBL,52,45,100,,
PPCL,35,35,20,,
PPCL,6,35,400,,
SHIVM,39,55,15,,
SHIVM,39,45,25,,
CLBSL,32,34,10,,
ICFC,32,34,30,,
MBJC,45,58,10,,
PMHPL,19,58,200,,
NHPC,41,41,120,,
PCBL,8,37,25,,
CCBL,22,26,159,,
SCB,42,42,607,,
SCB,42,18,500,,
SCB,42,5,100,,
SCB,42,44,20,,
SCB,42,58,70,,
SCB,42,49,10,,
SCB,42,44,100,,
SCB,42,33,205,,
SCB,42,45,100,,
SCB,42,47,20,,
SCB,42,25,100,,
SCB,42,34,200,,
SCB,42,47,25,,
SCB,42,13,100,,
SCB,42,43,200,,
SCB,42,56,200,,
SCB,42,6,500,,
SCB,42,52,20,,
SCB,42,49,25,,
SHIVM,39,16,15,,
CHL,58,35,75,,
CHL,58,25,70,,
CHL,58,58,140,,
NHPC,41,35,10,,
NHPC,41,58,190,,
HIDCL,57,41,10,,
UMHL,57,58,50,,
UMHL,57,50,50,,
SBI,42,55,20,,
SBI,17,55,30,,
RBCL,59,44,20,,
SWBBL,44,25,10,,
MHNL,58,45,925,,
SHIVM,20,45,50,,
MHNL,13,45,25,,
RLFL,45,29,10,,
MHNL,54,45,50,,
PFL,34,32,50,,
PFL,35,32,100,,
SHIVM,39,16,30,,
SHIVM,39,45,20,,
SHIVM,39,16,21,,
SHIVM,39,16,60,,
CHDC,39,5,50,,
SHIVM,39,16,25,,
AHPC,58,52,15,,
AHPC,58,14,185,,
GBIME,58,16,15,,
NHPC,58,58,100,,
GBLBS,22,33,25,,
NFS,3,14,75,,
EBL,29,57,42,,
GHL,50,14,100,,
PPCL,6,10,200,,
DDBL,48,32,12,,
NGPL,22,46,306,,
NGPL,22,46,14,,
NGPL,22,14,60,,
NABIL,51,49,217,,
NABIL,51,52,83,,
SHIVM,39,16,60,,
RLI,42,43,40,,
AKJCL,58,38,40,,
NIFRA,58,22,325,,
NGPL,54,14,30,,
HDHPC,57,32,85,,
HDHPC,57,49,40,,
NIFRA,38,53,77,,
NIFRA,45,53,20,,
NHPC,36,58,100,,
NIFRA,54,53,20,,
SIFC,38,40,10,,
NLICL,13,48,160,,
NLICL,58,48,50,,
NLICL,4,48,200,,
MLBL,58,45,481,,
MLBL,17,45,50,,
MLBL,6,45,200,,
MLBL,32,45,60,,
MLBL,42,45,211,,
MLBL,58,45,100,,
MLBL,49,45,100,,
MLBL,26,45,500,,
MLBL,21,45,50,,
MLBL,53,45,10,,
MLBL,49,45,200,,
MLBL,39,45,50,,
MLBL,35,45,20,,
MLBL,34,45,200,,
MLBL,6,45,50,,
MLBL,57,45,50,,
MLBL,58,45,50,,
MLBL,49,45,50,,
MLBL,46,45,300,,
NBL,48,42,224,,
NBL,48,41,76,,
MLBL,34,45,100,,
NBL,48,22,50,,
MLBL,34,45,500,,
MLBL,16,45,100,,
MLBL,57,45,250,,
MLBL,49,45,50,,
MLBL,57,45,405,,
MLBL,34,45,300,,
MLBL,57,45,100,,
MLBL,29,45,150,,
MLBL,53,45,1000,,
MLBL,25,45,50,,
MLBL,16,45,1000,,
MLBL,34,45,100,,
MLBL,6,45,128,,
MLBL,26,45,100,,
MLBL,58,45,25,,
MLBL,34,45,100,,
MLBL,32,45,200,,
MLBL,50,45,100,,
MLBL,52,45,50,,
MLBL,46,45,1500,,
MLBL,46,45,1500,,
MLBL,44,45,100,,
MLBL,10,45,100,,
MLBL,6,45,25,,
MLBL,55,45,100,,
CZBIL,53,13,76,,
MLBL,57,45,500,,
MLBL,22,45,108,,
MLBL,56,45,95,,
MLBL,32,45,500,,
MLBL,57,45,100,,
MLBL,35,45,3993,,
MLBL,34,45,200,,
MLBL,4,45,500,,
MLBL,48,45,500,,
MLBL,59,45,28,,
MLBL,45,45,100,,
MLBL,56,45,100,,
MLBL,26,45,251,,
MLBL,21,45,300,,
MLBL,49,45,400,,
MLBL,35,45,450,,
MLBL,57,45,100,,
MLBL,34,45,30,,
MLBL,19,45,200,,
